1000
op_type,chunk_size,block_id,exec_time
malloc,27885568,484,1209.000000
malloc,41771008,485,1560.000000
malloc,41844736,486,1209.000000
malloc,42934272,487,1209.000000
malloc,12034048,488,1131.000000
malloc,35454976,489,1287.000000
free,49848320,480,78.000000
free,24764416,481,156.000000
free,14409728,482,117.000000
free,44498944,483,117.000000
free,27885568,484,117.000000
free,41771008,485,156.000000
free,41844736,486,117.000000
free,42934272,487,117.000000
free,12034048,488,117.000000
free,35454976,489,234.000000
malloc,4890624,490,1989.000000
malloc,25206784,491,1833.000000
malloc,27017216,492,1287.000000
malloc,4620288,493,1013.000000
malloc,44384256,494,1287.000000
malloc,17031168,495,1287.000000
malloc,49332224,496,1287.000000
malloc,15622144,497,1287.000000
malloc,43933696,498,2106.000000
malloc,46178304,499,1559.000000
free,4890624,490,117.000000
free,25206784,491,117.000000
free,27017216,492,585.000000
free,4620288,493,117.000000
free,44384256,494,117.000000
free,17031168,495,117.000000
free,49332224,496,156.000000
free,15622144,497,117.000000
free,43933696,498,117.000000
free,46178304,499,195.000000
